fromNode,toNode,weight
H4C3,POLR2F,0.843
H4C3,H2BC17,0.908
H4C3,TAF9,0.8
H4C3,UBA52,0.837
H4C3,GTF2A1,0.8
H4C3,PBRM1,0.82
H4C3,UBB,0.828
H4C3,H4C9,0.952
H4C3,H4C13,0.952
H4C3,RTF1,0.818
H4C3,MLLT3,0.9
H4C3,H3C1,0.942
MZT1,PCCB,0.408
MZT1,BRCA1,0.9
RECK,LATS2,0.408
RECK,ADAMTS10,0.446
KDM6A,H2BC17,0.59
H4C3,ACTB,0.82
H4C3,H2BC9,0.817
H4C3,TAF1,0.816
KDM6A,ASXL2,0.554
MZT1,ACTB,0.905
MZT1,NEDD1,0.915
FUNDC1,ITPR2,0.959
KDM6A,H2BC11,0.59
TAF2,POLR2F,0.895
TAF2,H4C8,0.8
KDM6A,H3C1,0.647
KDM6A,H2BC9,0.59
FUNDC1,YES1,0.441
FUNDC1,DNM1L,0.793
FUNDC1,ATG12,0.499
TAF2,GTF2H5,0.979
TAF2,POLR2A,0.895
TAF2,H4C14,0.8
VPS36,UBA52,0.947
TAF2,TAF9,0.995
VPS36,UBB,0.957
TAF2,GTF2A1,0.979
TAF2,TADA2A,0.9
TAF2,H4C15,0.8
TAF2,TAF1,0.999
VPS36,UEVLD,0.583
TAF2,H4C5,0.8
TAF2,ERCC2,0.979
VPS36,UBC,0.979
TAF2,H3C15,0.8
TAF2,LINC02218,0.596
TAF2,POLR2H,0.895
TAF2,H4C4,0.8
TAF2,H4C1,0.8
TAF2,TAF6,0.999
TAF2,POLR2E,0.895
TAF2,POLR2B,0.895
TAF2,GTF2H3,0.981
TAF2,H4-16,0.8
TAF2,H4C13,0.8
TAF2,KAT14,0.72
TAF2,CCNH,0.8
TAF2,H4C9,0.8
TAF2,MED6,0.8
NMT2,PRPS2,0.615
TAF2,MED19,0.8
TAF2,H4C12,0.8
TAF2,H2BC11,0.8
DCLRE1C,PMS1,0.595
DCLRE1C,LIG4,0.96
DCLRE1C,ZSWIM7,0.9
PLCH2,PLCD3,0.499
C19orf54,LSM5,0.656
DCLRE1C,H2BC17,0.499
LIG3,H3C1,0.422
DCLRE1C,JAKMIP1,0.61
DCLRE1C,UBE2V2,0.499
LIG3,ATXN3,0.581
DCLRE1C,H2BC11,0.499
LIG3,XRCC4,0.575
LIG3,POLR2A,0.526
RPS16,RPS27,0.993
RPS16,RPS13,0.997
RPS16,RPS8,0.997
RPS16,RPS17,0.997
RPS16,RPL17,0.936
RPS16,RPS29,0.996
RPS16,RPS9,0.997
RPS16,DNTTIP2,0.9
DCLRE1C,TP53BP1,0.499
RPS16,FAU,0.996
DCLRE1C,BRCA1,0.66
RPS16,SNU13,0.9
RPS16,NOL10,0.9
DCLRE1C,H2BC9,0.499
RPS16,WDR36,0.9
DCLRE1C,XRCC4,0.926
RPS16,RPL9,0.97
RPS16,MRPL19,0.402
RPS16,EBNA1BP2,0.445
RPS16,RPS14,0.997
RPS16,WDR43,0.9
RPS16,RPL26,0.949
RPS16,UTP14A,0.894
RPS16,EIF1AX,0.895
RPS16,NGDN,0.9
RPS16,RSRC1,0.489
RPS16,RPL23A,0.976
RPS16,RCL1,0.9
RPS16,RPL23,0.975
RPS16,RPS19,0.998
RPS16,RPS24,0.997
RPS16,RACK1,0.995
RPS16,CUL7,0.456
RPS16,MRPL47,0.402
RPS16,UBA52,0.974
RPS16,RPL26L1,0.946
RPS16,RPS5,0.999
RPS16,MRPL2,0.456
RPS16,RPS18,0.998
RPS16,RPL11,0.978
RPS16,RPS6,0.998
RPS16,RPS28,0.997
PRKCZ,CD44,0.432
RPS16,RPS7,0.996
RPS16,LARP7,0.48
RPS16,RIOK1,0.901
RPS16,MRPL36,0.404
PRKCZ,UBC,0.499
PRKCZ,UBA52,0.499
PRPF18,SNU13,0.54
PRPF18,SNRPN,0.655
PRKCZ,MFN1,0.563
PRKCZ,TGFBR1,0.499
PRKCZ,TRAF6,0.815
PRKCZ,FEZ2,0.589
PRPF18,SNRPB,0.594
PRKCZ,UBB,0.499
PRPF18,SNRPG,0.655
PRPF18,PRPF8,0.744
PRKCZ,AKT3,0.548
PRPF18,EFTUD2,0.655
PRPF18,LSM5,0.54
FANCG,BRCA1,0.606
PRPF18,SNRPE,0.655
ZFC3H1,EXOSC8,0.9
FANCG,UBB,0.587
CYP4V2,GATC,0.515
FANCG,DCLRE1B,0.499
ZFC3H1,PNPT1,0.9
ZFC3H1,TP53BP1,0.439
ZFC3H1,EXOSC9,0.9
MCM8,ORC4,0.664
ZFC3H1,IPO7,0.421
ZFC3H1,DDX60,0.421
ATL2,ATL3,0.575
FANCG,EME2,0.499
FANCG,UBA52,0.499
FANCG,FANCA,0.999
PCNA,KMT5A,0.462
FANCG,XRCC3,0.827
FANCG,UBC,0.499
PCNA,RFC1,0.995
PCNA,RFC5,0.994
PCNA,CCNH,0.9
PCNA,UBC,0.951
PCNA,CDK5,0.667
PCNA,PAN2,0.516
PCNA,UBA52,0.956
PCNA,CUL4B,0.63
PCNA,IGF1R,0.457
PCNA,PARG,0.9
PCNA,RAD17,0.557
PCNA,UBE2V2,0.499
PCNA,UBB,0.948
PCNA,POLR2A,0.457
MCUR1,CCDC90B,0.483
MCUR1,MICU2,0.982
FEZ2,SCOC,0.528
DNAJC15,TIMM23,0.54
DNAJC2,GNL3,0.43
EDN1,IGF1R,0.404
SLC30A6,SLC30A5,0.99
AGRN,LRP5L,0.433
AGRN,ITGA6,0.515
DNAJC2,RPL17,0.429
DNAJC2,RPS13,0.429
AGRN,DAG1,0.998
NAA16,KAT14,0.462
NAA16,NAA30,0.9
ASPH,FKBP1B,0.653
KBTBD7,FBXL17,0.42
NAA16,SMIM13,0.493
KBTBD7,KCTD17,0.9
KBTBD7,NSUN4,0.459
KBTBD7,COMMD8,0.499
WBP4,PRPF8,0.979
WBP4,SNRPG,0.979
WBP4,CWC22,0.9
WBP4,LSM5,0.979
WBP4,EFTUD2,0.981
WBP4,SNRPB,0.995
WBP4,SNU13,0.979
SNX2,AP1M2,0.499
KBTBD7,COMMD2,0.499
KBTBD7,DCUN1D2,0.549
KBTBD7,ENC1,0.9
WBP4,SNRPN,0.459
WBP4,SNRPE,0.982
WBP4,DDX39B,0.8
KBTBD7,KLHL24,0.736
WBP4,CWC27,0.9
SNX2,CASTOR3,0.584
KIN,SNRPG,0.8
SNX2,SLC12A3,0.453
KIN,SNRPE,0.8
KIN,SNRPB,0.831
KIN,PRPF8,0.8
EIF1AX,FAU,0.973
KIN,EFTUD2,0.852
EIF1AX,RPS28,0.895
SNX2,PCID2,0.42
EIF1AX,RPS27,0.87
EIF1AX,RPS14,0.87
EIF1AX,RPS24,0.895
EIF1AX,RPS29,0.874
EIF1AX,RPS7,0.895
EIF1AX,RPS8,0.895
EIF1AX,RPS9,0.894
EIF1AX,RPS5,0.88
TRPC3,ITPR2,0.823
EIF1AX,RPS13,0.875
EIF1AX,RPS6,0.895
EIF1AX,RPS18,0.895
TRPC3,SLC8A1,0.428
EIF1AX,RACK1,0.877
EIF1AX,RPS17,0.895
EIF1AX,RPS19,0.895
EXOSC9,EXOSC8,0.999
EXOSC9,DCP1A,0.499
EXOSC9,TTC37,0.521
IPO7,FAU,0.718
EXOSC9,DCP2,0.499
EXOSC9,DDX39B,0.42
IPO7,RPS6,0.436
EXOSC9,PNPT1,0.9
EXOSC9,WDR61,0.499
RIOK1,RPS9,0.802
IPO7,TTC37,0.4
IPO7,ZBTB38,0.457
SMAD9,SMAD5,0.995
RIOK1,FAU,0.916
SMAD9,ZFYVE16,0.538
RIOK1,RPS6,0.802
IL2RA,PIK3R1,0.4
RIOK1,RPS7,0.832
RIOK1,RPS28,0.9
RIOK1,RPS24,0.8
RIOK1,RPS14,0.901
RIOK1,RPS5,0.901
RIOK1,RPS18,0.802
RIOK1,RACK1,0.831
IL2RA,IL10,0.438
KL,SOS1,0.4
IL2RA,IL15RA,0.755
IL2RA,GRB2,0.641
IL2RA,SOS1,0.432
RIOK1,RPS8,0.802
RIOK1,EFTUD2,0.414
RIOK1,RPS13,0.802
RIOK1,RPS17,0.802
RIOK1,RPS19,0.802
RIOK1,RPS27,0.895
RIOK1,RPS29,0.8
RIOK1,FBXW7,0.457
CDK14,CDK5,0.521
CDK14,AKT3,0.581
KL,GRB2,0.4
KL,UBA52,0.499
KL,PTPN11,0.4
KL,PIK3R1,0.4
KL,UBC,0.499
TXLNG,CHAMP1,0.564
N4BP2L1,DCTN4,0.509
KL,UBB,0.499
KL,FRS2,0.473
BCL7C,PBRM1,0.88
MLLT3,ELP2,0.72
MLLT3,ELOC,0.9
EMILIN1,ITGA6,0.54
EMILIN1,ITGB3,0.54
EMILIN1,IFT20,0.467
MLLT3,H4C1,0.9
MLLT3,H4-16,0.9
MLLT3,ACTB,0.554
MLLT3,H4C12,0.9
BCL7C,PHACTR2,0.535
BCL7C,SS18,0.972
BCL7C,ACTL6A,0.955
MLLT3,POLR2A,0.502
BCL7C,ACTB,0.739
BCL7C,KPNA2,0.533
MLLT3,H4C5,0.9
MLLT3,H4C14,0.9
MLLT3,POLR2E,0.578
MLLT3,H4C15,0.9
MLLT3,POLR2H,0.56
MLLT3,H4C8,0.9
MLLT3,MBTD1,0.54
MLLT3,WDR61,0.9
MLLT3,AFF1,0.999
MLLT3,POLR2F,0.574
MLLT3,CCNK,0.586
MLLT3,H3C15,0.905
MLLT3,H4C9,0.9
TUBB2A,TUBA1C,0.98
MLLT3,ACTL6A,0.612
MLLT3,H3C1,0.949
MLLT3,POLR2B,0.606
MLLT3,LARP7,0.402
CHD3,SENP1,0.54
MLLT3,H4C13,0.9
MLLT3,RTF1,0.9
MLLT3,H4C4,0.9
CHD3,EHMT2,0.499
CHD3,PRPF40A,0.457
CHD3,H3C1,0.463
CHD3,HDAC2,0.998
CHD3,CHD4,0.998
CHD3,RACK1,0.423
RPS6,RPS14,0.997
RPS6,RPP38,0.445
RPS6,WDR43,0.916
RPS6,WDR36,0.916
RPS6,UTP14A,0.886
RPS6,NGDN,0.927
RPS6,RSRC1,0.489
RPS6,MRPL22,0.403
RPS6,MRPS14,0.404
RPS6,EBNA1BP2,0.57
RPS6,RPS9,0.998
RPS6,RPL9,0.972
RPS6,DNTTIP2,0.912
RPS6,NOL10,0.924
RPS6,FAU,0.996
RPS6,MRPS12,0.495
RPS6,SNU13,0.919
RPS6,UTP25,0.834
RPS6,RPS13,0.997
RPS6,RPS28,0.996
RPS6,RPS8,0.998
RPS6,RPL17,0.936
RPS6,RPS17,0.996
RPS6,RPS7,0.996
RPS6,RPS18,0.998
RPS6,RPS5,0.997
RPS6,RPS27,0.993
RPS6,RPS29,0.995
RPS6,MRPL2,0.402
RPS6,LARP7,0.46
RPS6,KDM8,0.9
RPS6,RPL23A,0.976
RPS6,RACK1,0.991
RPS6,UBA52,0.976
GEMIN8,SNRPN,0.42
RPS6,RPL26L1,0.963
RPS6,CUL7,0.558
RPS6,RPL11,0.969
HAUS6,CEP192,0.499
HAUS6,NEDD1,0.915
RPS6,RCL1,0.915
RPS6,RPL26,0.974
RPS6,EFTUD2,0.511
RPS6,RPS19,0.998
RPS6,RPL23,0.974
RPS6,RPS24,0.999
HAUS6,HAUS5,0.995
GEMIN8,SNRPG,0.939
GEMIN8,SMN2,0.9
GEMIN8,SMN1,0.965
GEMIN8,SNRPE,0.939
GEMIN8,SNRPB,0.939
GEMIN8,SNUPN,0.499
SMN1,SNRPB,0.945
TLR7,TRAF6,0.55
SMN1,TP53BP1,0.439
SMN1,SNRPG,0.99
SMN2,SNRPE,0.979
SMN1,SNUPN,0.63
SMN1,POLR2A,0.422
SMN1,SMN2,0.979
SMN2,SNRPB,0.9
SMN1,SNRPE,0.989
HCCS,FAM136A,0.412
SMN2,SNRPG,0.979
TAF9,TAF1,0.996
TAF9,POLR2E,0.895
TAF9,ZNHIT3,0.54
TAF9,TADA2A,0.949
TAF9,KAT14,0.767
TAF9,CCNH,0.8
TAF9,GTF2A1,0.989
TAF9,H4C13,0.8
TAF9,GTF2H3,0.979
TAF9,ZNF143,0.499
TAF9,H4C4,0.8
TAF9,LINC02218,0.6
TAF9,SNAPC3,0.499
TAF9,CCNK,0.499
TAF9,POLR2F,0.895
TAF9,H4C9,0.8
TAF9,MED19,0.8
TAF9,TAF6,0.999
TAF9,NCOR2,0.461
TAF9,NFATC2,0.543
TAF9,H3C15,0.8
TAF9,H4-16,0.8
TAF9,H2BC11,0.8
TAF9,H4C14,0.8
TAF9,H4C12,0.8
TAF9,POLR2B,0.895
TAF9,POU2F2,0.499
TAF9,GTF2H5,0.979
TAF9,MED6,0.8
TAF9,H4C1,0.8
TAF9,H4C8,0.8
TAF9,RPS14,0.534
TAF9,POLR2H,0.895
TAF9,H4C15,0.8
TAF9,ERCC2,0.979
SNAPC3,POU2F2,0.499
SNAPC3,POLR2E,0.658
SNAPC3,POLR2F,0.658
TAF9,INO80C,0.9
TAF9,GPS2,0.429
SNAPC3,POLR2H,0.658
SNAPC3,CCNK,0.499
RABGEF1,UBB,0.902
TAF9,H4C5,0.8
TAF9,POLR2A,0.895
RABGEF1,RABEP1,0.999
SNAPC3,TAF6,0.499
SNAPC3,POLR1C,0.592
PAN3,PAN2,0.993
SNAPC3,POLR3D,0.499
SNAPC3,ZNF143,0.499
RABGEF1,UBA52,0.912
RABGEF1,UBC,0.944
RABGEF1,TBC1D3,0.499
PAN3,TNRC6B,0.42
SNAPC3,GTF2A1,0.895
FKBP1B,ACVR1,0.963
FKBP1B,TGFBR1,0.431
FKBP1B,TAGLN,0.463
CWC27,XRCC4,0.424
IRF4,SPIB,0.75
IRF4,NFATC2,0.48
IRF4,TRAF6,0.841
PAN3,TNRC6A,0.457
PAN3,HELZ,0.422
CWC27,SNRPB,0.983
CWC27,SNRPN,0.479
CWC27,SNU13,0.9
CWC27,EFTUD2,0.985
MTIF3,MRPS12,0.895
MTIF3,MRPS22,0.9
MTIF3,MRPS30,0.524
MTIF3,MRPS27,0.9
CWC27,LSM5,0.9
MTIF3,MRPS14,0.9
MIER3,HDAC2,0.658
ARSD,MED6,0.428
CWC27,CWC22,0.994
CWC27,PRPF8,0.995
POLR2B,CUL4B,0.499
POLR2B,MED19,0.886
CWC27,SNRPG,0.985
POLR2B,POLR1B,0.597
CWC27,SNRPE,0.985
CWC27,DDX39B,0.8
POLR2B,WDR61,0.8
POLR2B,H4C9,0.843
MIS12,DSN1,0.999
POLR2B,INTS8,0.908
POLR2B,TAF1,0.925
POLR2B,H4C5,0.843
POLR2B,H3C15,0.836
POLR2B,POLR3D,0.461
POLR2B,CCNH,0.938
POLR2B,H4C4,0.843
POLR2B,GTF2H3,0.931
POLR2B,POLR2E,0.999
POLR2B,POLR2H,0.998
POLR2B,H4C1,0.843
POLR2B,UBA52,0.555
POLR2B,INTS4,0.837
POLR2B,RPRD1A,0.813
POLR2B,POLR1C,0.782
POLR2B,TCEA3,0.587
POLR2B,H4C12,0.843
POLR2B,UPK3BL2,0.476
POLR2B,H4C14,0.843
POLR2B,UBC,0.499
POLR2B,ESR1,0.508
POLR2B,ELOC,0.499
POLR2B,CCNK,0.499
POLR2B,H2BC17,0.57
POLR2B,UVSSA,0.803
POLR2B,TAF6,0.895
POLR2B,RNMT,0.519
POLR2B,GTF2IRD2B,0.42
POLR2B,H4-16,0.843
POLR2B,GTF2A1,0.928
POLR2B,H2BC9,0.57
POLR2B,GTF2H5,0.895
POLR2B,GPN3,0.611
POLR2B,POLR2F,0.999
POLR2B,TIA1,0.502
POLR2B,H4C8,0.843
POLR2B,UBB,0.499
POLR2B,INTS2,0.837
POLR2B,POLR2A,0.999
POLR2B,H4C15,0.843
POLR2B,H4C13,0.843
POLR2B,ERCC2,0.944
IL6ST,PTPN11,0.867
POLR2B,RTF1,0.935
POLR2B,WWP1,0.459
POLR2B,MED6,0.962
POLR2B,H2BC11,0.91
DDX1,DHX36,0.985
ITPR2,CAMK2D,0.448
DDX1,DROSHA,0.449
DDX1,FAM98B,0.998
DDX1,CSTF2,0.457
DDX1,ATXN2,0.589
DDX1,ZBTB8OS,0.933
CDK8,MED6,0.991
COMMD8,ELOC,0.499
CDK8,POLR2A,0.457
CDK8,MAML3,0.499
CDK8,CCNK,0.499
CDK8,MED13,0.999
CDK8,TP53BP1,0.459
COMMD8,UBA52,0.499
COMMD8,DCAF16,0.499
CDK8,MED19,0.945
COMMD8,KLHL5,0.499
COMMD8,COMMD2,0.621
CDK8,NCOA2,0.499
CDK8,MAML2,0.499
CDK8,CCNC,0.999
COMMD8,CUL4B,0.499
COMMD8,CUL2,0.499
COMMD8,UBB,0.586
COMMD8,DCUN1D2,0.499
ZMYND11,TRAF6,0.59
COMMD8,UBC,0.499
COMMD8,ASB2,0.499
COMMD8,CUL5,0.499
COMMD8,SPSB2,0.499
CD274,PTPN11,0.865
ZMYND11,EFTUD2,0.569
NOL10,RPS27,0.874
RNF6,BRCA1,0.439
NOL10,UTP14A,0.953
NOL10,RPS28,0.9
NOL10,RPS7,0.953
NOL10,RCL1,0.912
NOL10,DNTTIP2,0.912
NOL10,RPS9,0.903
NOL10,RPS24,0.905
NOL10,SNU13,0.957
NOL10,WDR36,0.982
NOL10,NGDN,0.996
NOL10,RPS5,0.912
NOL10,RPS14,0.874
NOL10,RPS13,0.94
HMG20A,RPP30,0.542
RCL1,RPS17,0.8
NOL10,RPS8,0.928
NOL10,WDR43,0.912
NOL10,RPS18,0.903
RCL1,RPS19,0.919
RCL1,WDR43,0.914
NOL10,RPS17,0.8
NOL10,RPS19,0.617
RCL1,RPS8,0.915
RCL1,RPS13,0.94
NOL10,UTP25,0.54
RCL1,NGDN,0.94
RCL1,RPS5,0.912
RCL1,RPS9,0.903
RCL1,RPS18,0.903
HMG20A,DOK4,0.436
HMG20A,HDAC2,0.711
HMG20A,DTNB,0.618
RCL1,UTP14A,0.926
HMG20A,SFMBT1,0.629
RCL1,SNU13,0.912
RCL1,RPS28,0.9
RCL1,RPS14,0.874
RCL1,WDR36,0.945
RCL1,RPS24,0.9
RCL1,RPS7,0.903
RCL1,DNTTIP2,0.912
RCL1,RPS27,0.871
PLPP6,INTS12,0.432
RFC1,BRCA1,0.4
SNPH,DISC1,0.565
LSP1,ARHGEF12,0.9
RFC1,RFC5,0.999
RFC1,CUL4B,0.499
RFC1,H3C1,0.422
RFC1,UBC,0.544
TNNI2,TNNT1,0.949
RFC1,RAD17,0.711
RFC1,UBB,0.499
RAD1,CDCA7L,0.56
RFC1,UBA52,0.499
RAD1,RFC5,0.783
RAD1,RAD17,0.873
RSAD2,TRAF6,0.898
TP53BP1,GTF2H3,0.439
RAD1,TP53BP1,0.609
RAD1,BRCA1,0.698
TP53BP1,H4C13,0.9
TP53BP1,H2BC11,0.499
TP53BP1,RAD54L2,0.42
TP53BP1,H4C4,0.9
TP53BP1,H3C15,0.81
TP53BP1,XRCC4,0.532
TP53BP1,H4C14,0.946
TP53BP1,H4C12,0.9
TP53BP1,MED6,0.439
TP53BP1,PSMC3,0.439
TP53BP1,BRCA1,0.992
TP53BP1,CHEK2,0.743
TP53BP1,RBM26,0.439
TP53BP1,H3C1,0.949
TP53BP1,UBC,0.926
TP53BP1,MFN1,0.414
TP53BP1,INTS14,0.42
TP53BP1,H2BC17,0.499
TP53BP1,PSMD14,0.439
TP53BP1,CCNC,0.439
TP53BP1,MORC3,0.42
TP53BP1,MED13,0.439
TP53BP1,NCOR2,0.42
TP53BP1,LIG4,0.564
TP53BP1,H2BC8,0.9
TP53BP1,H2BC9,0.499
TP53BP1,H4C9,0.9
TP53BP1,H4-16,0.9
TP53BP1,RNMT,0.42
TP53BP1,H4C15,0.9
TP53BP1,ZBTB25,0.439
TP53BP1,H4C5,0.9
TP53BP1,GTF2H2C,0.439
TP53BP1,UBA52,0.9
TP53BP1,HMBOX1,0.42
TP53BP1,MSANTD3,0.439
TP53BP1,FAM98B,0.439
TP53BP1,H4C1,0.9
TP53BP1,UBB,0.9
LCORL,CHD4,0.443
DCAF16,DCUN1D2,0.499
TP53BP1,DDX39B,0.42
TP53BP1,H4C8,0.9
DCAF16,COMMD2,0.499
TP53BP1,SMC6,0.44
DCAF16,CUL4B,0.939
TP53BP1,UBE2V2,0.499
FBXL18,FBXL16,0.459
FSCN1,ESPN,0.426
FSCN1,CTNNB1,0.733
CACNA2D4,CACNA2D2,0.54
LATS2,LATS1,0.978
LATS2,MOB1B,0.969
CTIF,NUP88,0.412
STAG1,H2BC11,0.499
CHEK2,BRCA1,0.975
CHEK2,KPNA2,0.457
LATS2,STK3,0.457
FAHD1,PNPT1,0.547
URB1,NOL8,0.653
FBXO25,FBXO32,0.926
ZMYM5,RPS6KA2,0.414
GOLM1,TRAF6,0.583
STAG1,ESR1,0.499
STAG1,BRCA1,0.707
STAG1,H2BC9,0.499
STAG1,H2BC17,0.499
GTPBP8,RPL23,0.506
GTPBP8,MRPL47,0.591
SH3BP5,MAPK8,0.504
SH3BP5,DISC1,0.534
STAG1,REC8,0.975
MRPL2,MTRES1,0.825
MRPL2,MRPL47,0.976
MRPL2,C12orf65,0.855
MRPL2,RPL23A,0.516
MRPL2,RPS24,0.402
MRPL2,GFM2,0.867
MRPL2,RPS19,0.403
MRPL2,MRPL23,0.943
MRPL2,RPL23,0.663
MRPL2,RPL26,0.527
MRPL2,RPS7,0.403
MRPL2,EFTUD2,0.426
MRPL2,MRPL36,0.944
MRPL2,RPL11,0.435
MRPL2,MRPS30,0.908
MRPL2,FAU,0.749
MRPL2,MRPS22,0.833
MRPL2,RPS9,0.547
MRPL2,RPS28,0.404
MRPL2,RPL26L1,0.486
MRPL2,UBA52,0.404
MRPL2,RPS18,0.588
MRPL2,NSUN4,0.9
MRPL2,RPL17,0.411
MRPL2,RPS17,0.403
MRPL2,MRPL45,0.856
MRPL2,MRPS12,0.946
MRPL2,MRPL19,0.929
MRPL2,MRPL22,0.954
MRPL2,RPS8,0.609
MRPL2,MAPK8,0.415
MRPL2,MRPS27,0.834
MRPL2,RPL9,0.4
DCP2,TNRC6A,0.917
ACVRL1,ACVR1,0.957
ACVRL1,TGFBR1,0.646
MRPL2,MRPS14,0.942
METTL14,DDX39B,0.572
DCP2,PFKM,0.497
DCP2,PATL2,0.487
DCP2,DCP1A,0.999
DCP2,DICER1,0.9
DCP2,EXOSC8,0.499
RNF20,H2BC9,0.499
RNF20,RBM12B,0.42
RNF20,RTF1,0.764
RNF20,UBC,0.546
RNF20,WDR61,0.499
RNF20,UBB,0.499
RNF20,H2BC17,0.499
RTF1,H4C5,0.818
RNF20,UBA52,0.499
RNF20,UBE2V2,0.72
RNF20,H2BC11,0.499
FANCA,UBB,0.499
FANCA,BRCA1,0.926
FANCA,UBC,0.499
FANCA,UBA52,0.499
FANCA,CTNNB1,0.668
FANCA,EME2,0.499
RTF1,H4C15,0.818
RTF1,POLR2A,0.954
FANCA,DCLRE1B,0.499
RTF1,H4C8,0.818
RTF1,CCNK,0.54
RTF1,POLR2F,0.862
RTF1,H2BC17,0.547
RTF1,WDR61,0.999
RTF1,H4C14,0.818
RTF1,UBB,0.499
RTF1,H2BC11,0.905
RTF1,H4C12,0.818
EXOSC8,UTP14A,0.413
RTF1,ELP2,0.72
RTF1,H4-16,0.818
RTF1,H4C1,0.818
RTF1,POLR2E,0.862
RTF1,UBA52,0.499
RTF1,H4C4,0.818
RTF1,H3C15,0.825
EXOSC8,DCP1A,0.499
RTF1,H2BC9,0.547
RTF1,UBC,0.499
RTF1,ELOC,0.9
RTF1,POLR2H,0.862
EXOSC8,ZCCHC8,0.671
EXOSC8,WDR61,0.499
RTF1,H4C9,0.818
EXOSC8,TTC37,0.499
RTF1,AFF1,0.9
EXOSC8,PNPT1,0.9
CCNK,ZNF143,0.499
PKP4,CTNNB1,0.743
CCNK,TAF6,0.499
CCNK,CCNH,0.54
CCNK,GTF2H2C,0.54
RTF1,H4C13,0.818
CCNK,ELOC,0.54
CCNK,POLR2E,0.499
CCNK,ERCC2,0.54
CCNK,POLR2A,0.741
CCNK,POLR2H,0.499
CCNK,AFF1,0.589
CCNK,ELP2,0.54
CCNK,GTF2A1,0.499
CCNK,GTF2H5,0.54
CCNK,GTF2H3,0.54
CCNK,POU2F2,0.499
PPP2R3B,TBCCD1,0.671
CCNK,POLR2F,0.55
CCNK,WDR61,0.54
CCNK,CCNC,0.499
PPP2R3B,PPP3CA,0.72
RPS9,MRPL47,0.487
RPS9,POLR1C,0.52
RPS9,RPS19,0.998
RPS9,RPL23A,0.974
RPS9,RPS24,0.998
RPS9,EFTUD2,0.4
PPP2R3B,KRBA1,0.473
RPS9,RPL26L1,0.94
RPS9,RPL26,0.958
RPS9,RPL23,0.967
RPS9,UTP25,0.8
RPS9,UBA52,0.974
RPS9,RPS5,0.997
RPS9,RPS18,0.998
RPS9,RACK1,0.993
RPS9,RPS7,0.997
RPS9,MRPL23,0.487
RPS9,RPL11,0.967
RPS9,RPS28,0.996
RPS9,MRPL36,0.736
RPS9,LARP7,0.435
RPS9,FAU,0.998
RPS9,MRPS12,0.74
RPS9,WDR43,0.9
RPS9,NGDN,0.915
RPS9,CUL7,0.616
RPS9,SNU13,0.941
RPS9,DNTTIP2,0.908
RPS9,RPS8,0.999
RPS9,RPS13,0.998
RPS9,RPS17,0.997
RPS9,RPS14,0.997
RPS9,RSRC1,0.529
RPS9,MRPL19,0.736
RPS9,RPL9,0.957
TFPT,ACTB,0.809
ERCC2,POLR2A,0.945
RPS9,RPL17,0.93
RPS9,RPS27,0.993
RPS9,RPS29,0.997
RPS9,MRPS14,0.742
RPS9,MRPL22,0.736
RPS9,UTP14A,0.874
RPS9,WDR36,0.903
RPS9,EBNA1BP2,0.457
TFPT,INO80D,0.917
ERCC2,H4C5,0.808
ERCC2,H4-16,0.808
ERCC2,H4C15,0.808
ERCC2,GTF2H5,0.999
ERCC2,H4C8,0.808
ERCC2,POLR2F,0.944
TFPT,INO80,0.949
TFPT,INO80C,0.955
TFPT,ANP32E,0.9
TFPT,ACTL6A,0.947
ERCC2,H4C4,0.808
ERCC2,UBB,0.499
ERCC2,H4C12,0.808
ERCC2,LINC02218,0.54
ERCC2,TAF1D,0.499
ERCC2,MED6,0.869
ERCC2,GTF2H3,0.999
ERCC2,UVSSA,0.577
ERCC2,TAF1,0.979
ERCC2,H4C13,0.808
ERCC2,MED19,0.8
ERCC2,TAF6,0.979
ERCC2,GTF2A1,0.988
ERCC2,H2BC11,0.8
ERCC2,H4C14,0.808
ERCC2,H3C15,0.805
ERCC2,H4C1,0.808
ERCC2,POLR2E,0.948
ERCC2,GTF2H2C,0.866
ERCC2,CCNH,0.999
ERCC2,UBA52,0.499
ERCC2,POLR1C,0.561
ERCC2,POLR1B,0.539
ERCC2,POLR2H,0.944
ERCC2,TCEA3,0.472
ERCC2,RNMT,0.499
ERCC2,H4C9,0.808
ERCC2,UBC,0.499
KLC3,KIFC3,0.404
ERCC2,CUL4B,0.499
ERCC2,TAF1C,0.499
SNX9,ADAM9,0.877
SNX9,PIK3R1,0.737
SNX9,AP1M2,0.499
KLC3,DCTN4,0.499
SNX9,SYNJ1,0.816
TFRC,HFE,0.999
INPP1,SLC25A12,0.609
CALCRL,ADM,0.999
STX2,NAPB,0.728
STX2,GOSR2,0.54
STX2,VTI1A,0.54
TFRC,AP1M2,0.499
GRB2,GOLGB1,0.499
CCDC50,UBC,0.457
NCOA7,ESR1,0.54
NCOA7,NCOR2,0.405
GRB2,SOCS4,0.551
TFRC,TFR2,0.889
ASH1L,H3C1,0.533
GRB2,IL5RA,0.462
GRB2,TGFA,0.522
GRB2,IL15RA,0.499
GRB2,SPTB,0.4
GRB2,STAMBP,0.81
GRB2,TGFBR1,0.749
GRB2,PTK2B,0.848
GRB2,PTPN11,0.999
